disasterNumber,declarationDate,disasterName,incidentBeginDate,incidentEndDate,declarationType,stateCode,stateName,incidentType,entryDate,updateDate,closeoutDate,region,ihProgramDeclared,iaProgramDeclared,paProgramDeclared,hmProgramDeclared,designatedIncidentTypes,declarationRequestDate,id,hash,lastRefresh
5519,2024-07-25T00:00:00.000Z,PARK FIRE,2024-07-24T00:00:00.000Z,,Fire Management,CA,California                    ,Fire,2024-07-26T00:00:00.000Z,2024-07-29T00:00:00.000Z,,9,0,0,1,1,R,2024-07-24T00:00:00.000Z,59503c3f-f27e-42e2-a00a-101af42f1acf,39ccfb2876f9e97cbfa4cb495b848e762fc177bc,2024-10-09T19:01:58.075Z
5518,2024-07-24T00:00:00.000Z,SWAWILLA FIRE ,2024-07-17T00:00:00.000Z,,Fire Management,WA,Washington                    ,Fire,2024-07-26T00:00:00.000Z,2024-07-26T00:00:00.000Z,,10,0,0,1,1,R,2024-07-24T00:00:00.000Z,4024614c-8bc2-4725-b217-a6d4e20dc7ec,013c56bc957c9e2e3875a93ce69c68eefcaa8e98,2024-10-09T19:01:58.075Z
4805,2024-07-23T00:00:00.000Z,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",2024-04-29T00:00:00.000Z,2024-05-10T00:00:00.000Z,Major Disaster,PR,Puerto Rico                   ,Flood,2024-07-24T00:00:00.000Z,2024-07-24T00:00:00.000Z,,2,0,0,1,1,"F,M,W",2024-06-07T00:00:00.000Z,7f9cefc3-c7e6-43ba-ba92-9f371112ed33,e604c018341d4522e209e427280258f3b5170e02,2024-10-09T19:01:58.075Z
4804,2024-07-23T00:00:00.000Z,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, LANDSLIDES, AND MUDSLIDES",2024-05-21T00:00:00.000Z,2024-05-27T00:00:00.000Z,Major Disaster,KY,Kentucky                      ,Severe Storm,2024-07-23T00:00:00.000Z,2024-08-02T00:00:00.000Z,,4,1,0,1,1,"2,M,T,W",2024-06-14T00:00:00.000Z,05df05e9-8a98-468a-b23b-53b42a3b9cec,dff76485a3ea4cffb5a1bc488def2b3b239b0738,2024-10-09T19:01:58.075Z
4802,2024-07-23T00:00:00.000Z,SEVERE STORMS,2024-03-14T00:00:00.000Z,2024-03-15T00:00:00.000Z,Major Disaster,OK,Oklahoma                      ,Severe Storm,2024-07-23T00:00:00.000Z,2024-07-23T00:00:00.000Z,,6,0,0,1,1,W,2024-06-11T00:00:00.000Z,226929a3-43e6-4b83-8743-defda15ac137,e0eca9836fa76ec6c0333d1be07939331226a96e,2024-10-09T19:01:58.075Z
4803,2024-07-23T00:00:00.000Z,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",2024-05-19T00:00:00.000Z,2024-05-27T00:00:00.000Z,Major Disaster,MO,Missouri                      ,Severe Storm,2024-07-23T00:00:00.000Z,2024-07-23T00:00:00.000Z,,7,1,0,1,1,"2,F,T,W",2024-06-12T00:00:00.000Z,1f983c88-0e71-4eb7-82c3-2b681ca3cc4d,5d6a1c0f041a833a564b85d9927028f2251b3b67,2024-10-09T19:01:58.075Z
5517,2024-07-23T00:00:00.000Z,WEST WHITE SWAN FIRE,2024-07-22T00:00:00.000Z,,Fire Management,WA,Washington                    ,Fire,2024-07-23T00:00:00.000Z,2024-07-23T00:00:00.000Z,,10,0,0,1,1,R,2024-07-22T00:00:00.000Z,5263959b-bfda-43ef-8428-d7107fc86d5d,74c0a3cdd8965f2a6b6c6ceb7afff315498596de,2024-10-09T19:01:58.075Z
5516,2024-07-22T00:00:00.000Z,DURKEE FIRE,2024-07-21T00:00:00.000Z,,Fire Management,OR,Oregon                        ,Fire,2024-07-23T00:00:00.000Z,2024-07-23T00:00:00.000Z,,10,0,0,1,1,R,2024-07-22T00:00:00.000Z,bc661763-a8ad-45da-9487-20ddc570cdbf,7f76dc2f8d82da1f30e19aa2f3b83fe6602f2e16,2024-10-09T19:01:58.075Z
5515,2024-07-21T00:00:00.000Z,HAWARDEN FIRE,2024-07-21T00:00:00.000Z,,Fire Management,CA,California                    ,Fire,2024-07-23T00:00:00.000Z,2024-07-23T00:00:00.000Z,,9,0,0,1,1,R,2024-07-21T00:00:00.000Z,0d7653d9-0b30-4882-80b4-a4743f71c245,f004d6e9012a4474114c7c43f47d8310a183cc69,2024-10-09T19:01:58.075Z
5514,2024-07-21T00:00:00.000Z,BATTLE MOUNTAIN FIRE COMPLEX,2024-07-21T00:00:00.000Z,,Fire Management,OR,Oregon                        ,Fire,2024-07-23T00:00:00.000Z,2024-07-23T00:00:00.000Z,,10,0,0,1,1,R,2024-07-21T00:00:00.000Z,6b5b208d-4f03-4a1e-a644-fc9c401a5ccf,e0070293b5548289e6102b3d601731278f6f9f38,2024-10-09T19:01:58.075Z
5513,2024-07-21T00:00:00.000Z,BONEYARD FIRE,2024-07-20T00:00:00.000Z,,Fire Management,OR,Oregon                        ,Fire,2024-07-23T00:00:00.000Z,2024-07-23T00:00:00.000Z,,10,0,0,1,1,R,2024-07-21T00:00:00.000Z,190a7cd7-0556-414d-afc9-5f473fb351bb,094709d26f9ad09ad46380a3e913317ec58c7d31,2024-10-09T19:01:58.075Z
5512,2024-07-18T00:00:00.000Z,FALLS FIRE,2024-07-18T00:00:00.000Z,,Fire Management,OR,Oregon                        ,Fire,2024-07-23T00:00:00.000Z,2024-07-23T00:00:00.000Z,,10,0,0,1,1,R,2024-07-18T00:00:00.000Z,722ac5e9-3e84-4d90-b088-86f4aeb7b99d,0ff3186b1973404678da5543b003cb30a514b2d3,2024-10-09T19:01:58.075Z
4801,2024-07-18T00:00:00.000Z,SEVERE WINTER STORM AND FLOODING,2024-05-06T00:00:00.000Z,2024-05-09T00:00:00.000Z,Major Disaster,MT,Montana                       ,Severe Storm,2024-07-18T00:00:00.000Z,2024-07-18T00:00:00.000Z,,8,0,0,1,1,"5,F,W",2024-06-28T00:00:00.000Z,d43a6e96-a88c-4ec5-ac94-72225b56d3c9,8e1e8d8cfd733ecbe39c13517668db7a402b421e,2024-10-09T19:01:58.075Z
5511,2024-07-18T00:00:00.000Z,LONE ROCK FIRE,2024-07-17T00:00:00.000Z,,Fire Management,OR,Oregon                        ,Fire,2024-07-23T00:00:00.000Z,2024-07-23T00:00:00.000Z,,10,0,0,1,1,R,2024-07-18T00:00:00.000Z,9e2a7749-0c50-4275-9f69-8f5caf79d193,970eab3547b095d297178601fb5916c453ad2c7d,2024-10-09T19:01:58.075Z
5510,2024-07-16T00:00:00.000Z,TEXAS FIRE,2024-07-15T00:00:00.000Z,,Fire Management,ID,Idaho                         ,Fire,2024-07-17T00:00:00.000Z,2024-07-17T00:00:00.000Z,,10,0,0,1,1,R,2024-07-16T00:00:00.000Z,bef21c78-00f7-45df-bbc1-2798727b384e,6ba5aaf94bcf4ba48f7283c8cd70dc7389f222e7,2024-10-09T19:01:58.075Z
5509,2024-07-16T00:00:00.000Z,SPRING VALLEY FIRE,2024-07-16T00:00:00.000Z,,Fire Management,NV,Nevada                        ,Fire,2024-07-17T00:00:00.000Z,2024-07-17T00:00:00.000Z,,9,0,0,1,1,R,2024-07-16T00:00:00.000Z,1eb346b3-739f-4600-9aea-2f93b5698643,6d450600998ecb6fad45f8e175374493dca84ef4,2024-10-09T19:01:58.075Z
4800,2024-07-15T00:00:00.000Z,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",2024-04-25T00:00:00.000Z,2024-04-30T00:00:00.000Z,Major Disaster,KS,Kansas                        ,Severe Storm,2024-07-15T00:00:00.000Z,2024-07-29T00:00:00.000Z,,7,0,0,1,1,"2,F,T,W",2024-06-24T00:00:00.000Z,a1b5e09b-4732-46c1-ac22-7b9e33f89bb2,fd4466961751f9ccdb36548294dc9dc9a4f7b784,2024-10-09T19:01:58.075Z
5508,2024-07-13T00:00:00.000Z,WATCH FIRE,2024-07-10T00:00:00.000Z,,Fire Management,AZ,Arizona                       ,Fire,2024-07-16T00:00:00.000Z,2024-07-16T00:00:00.000Z,,9,0,0,1,1,R,2024-07-13T00:00:00.000Z,491eeb63-89b0-447e-a195-e879ae811a48,2ed113f4565e22b9e28aaa08c0169fa9aedcfccd,2024-10-09T19:01:58.075Z
5507,2024-07-12T00:00:00.000Z,HORSE GULCH FIRE,2024-07-09T00:00:00.000Z,,Fire Management,MT,Montana                       ,Fire,2024-07-16T00:00:00.000Z,2024-07-16T00:00:00.000Z,,8,0,0,1,1,R,2024-07-12T00:00:00.000Z,0d277a02-6f99-4ad6-b0c2-71ef27d2bc23,c383033297041024f36b63028f66c4909cacd456,2024-10-09T19:01:58.075Z
5506,2024-07-11T00:00:00.000Z,LARCH CREEK FIRE,2024-07-10T00:00:00.000Z,,Fire Management,OR,Oregon                        ,Fire,2024-07-12T00:00:00.000Z,2024-07-12T00:00:00.000Z,,10,0,0,1,1,R,2024-07-11T00:00:00.000Z,fab75821-c24b-41b9-915c-5a895857c4bf,68234b8cd7b724b80bdc441fc2a77c6943da2294,2024-10-09T19:01:58.075Z
4799,2024-07-10T00:00:00.000Z,SEVERE WINTER STORM AND FLOODING,2024-04-03T00:00:00.000Z,2024-04-05T00:00:00.000Z,Major Disaster,NH,New Hampshire                 ,Winter Storm,2024-07-10T00:00:00.000Z,2024-07-23T00:00:00.000Z,,1,0,0,1,1,"5,F,W",2024-06-10T00:00:00.000Z,ae8cf042-2fda-431d-80cb-0cd5134ad201,c19eeceb723a10916c0ddce7af8b4d126d9fe9be,2024-10-09T19:01:58.075Z
4798,2024-07-09T00:00:00.000Z,HURRICANE BERYL ,2024-07-05T00:00:00.000Z,2024-07-09T00:00:00.000Z,Major Disaster,TX,Texas                         ,Hurricane,2024-07-10T00:00:00.000Z,2024-09-16T00:00:00.000Z,,6,1,0,1,1,H,2024-07-09T00:00:00.000Z,d8997524-0e85-4f70-828b-dc4281415eef,232340b3a748b9f493bd9a844217160262502f4b,2024-10-09T19:01:58.075Z
5505,2024-07-09T00:00:00.000Z,SHAKE FIRE,2024-07-09T00:00:00.000Z,,Fire Management,AZ,Arizona                       ,Fire,2024-07-11T00:00:00.000Z,2024-07-11T00:00:00.000Z,,9,0,0,1,1,R,2024-07-09T00:00:00.000Z,11a99d48-79d5-46bf-97da-4f91137a786d,9f9a3159e13c97f96fade932ea2f1bb98d6292ae,2024-10-09T19:01:58.075Z
5504,2024-07-07T00:00:00.000Z,SILVER KING FIRE,2024-07-07T00:00:00.000Z,,Fire Management,UT,Utah                          ,Fire,2024-07-10T00:00:00.000Z,2024-07-10T00:00:00.000Z,,8,0,0,1,1,R,2024-07-07T00:00:00.000Z,3130b677-ec79-4a95-b6bd-03dd5d834a21,feb0ea998f5b7422c3013f71218a4ac90b279334,2024-10-09T19:01:58.075Z
5503,2024-07-05T00:00:00.000Z,FRENCH FIRE,2024-07-04T00:00:00.000Z,,Fire Management,CA,California                    ,Fire,2024-07-07T00:00:00.000Z,2024-07-07T00:00:00.000Z,,9,0,0,1,1,R,2024-07-04T00:00:00.000Z,30e618bf-1c29-4ed8-aab6-0331e208a888,efb534e017e494322d6f1c2d9f45cbb2ae976d08,2024-10-09T19:01:58.075Z
5502,2024-07-02T00:00:00.000Z,THOMPSON FIRE,2024-07-02T00:00:00.000Z,,Fire Management,CA,California                    ,Fire,2024-07-07T00:00:00.000Z,2024-07-07T00:00:00.000Z,,9,0,0,1,1,R,2024-07-02T00:00:00.000Z,79c187b4-3336-43ee-b550-23770af7cfc6,680f7362dd68f1d857db88b36c1748e6d1bb6378,2024-10-09T19:01:58.075Z
4797,2024-06-28T00:00:00.000Z,SEVERE STORMS AND FLOODING,2024-06-16T00:00:00.000Z,2024-07-04T00:00:00.000Z,Major Disaster,MN,Minnesota                     ,Flood,2024-06-29T00:00:00.000Z,2024-09-13T00:00:00.000Z,,5,1,0,1,1,"F,W",2024-06-27T00:00:00.000Z,3d2dbca5-3c4a-4a8c-bd4a-02ea153514a4,59309bc2e9b9d0da21cf6c172fe38fcea05bd801,2024-10-09T19:01:58.075Z
5501,2024-06-28T00:00:00.000Z,BOULDER VIEW FIRE,2024-06-27T00:00:00.000Z,,Fire Management,AZ,Arizona                       ,Fire,2024-07-02T00:00:00.000Z,2024-07-02T00:00:00.000Z,,9,0,0,1,1,R,2024-06-28T00:00:00.000Z,0ae27ee1-dd45-4bec-adb4-cef7ef439454,735f78b2154e1f0d96ea0355c30fec59cc8b1671,2024-10-09T19:01:58.075Z
5500,2024-06-25T00:00:00.000Z,DARLENE 3 FIRE,2024-06-25T00:00:00.000Z,,Fire Management,OR,Oregon                        ,Fire,2024-06-26T00:00:00.000Z,2024-06-26T00:00:00.000Z,,10,0,0,1,1,R,2024-06-25T00:00:00.000Z,8b375ca1-acf5-4054-8abc-b9c24703689c,4c09958ef3d910041b17fd6030bd3b81ac3e5021,2024-10-09T19:01:58.075Z
4796,2024-06-24T00:00:00.000Z,"SEVERE STORMS, FLOODING, STRAIGHT-LINE WINDS, AND TORNADOES",2024-06-16T00:00:00.000Z,2024-07-23T00:00:00.000Z,Major Disaster,IA,Iowa                          ,Severe Storm,2024-06-25T00:00:00.000Z,2024-08-28T00:00:00.000Z,,7,1,0,1,1,"F,K,W",2024-06-23T00:00:00.000Z,980a87f0-bb2a-4653-bbf9-7c5f2bea0c9e,53beaa944feff5ea31d6afcdb95a695df633deab,2024-10-09T19:01:58.075Z
5499,2024-06-23T00:00:00.000Z,SLIDE RANCH FIRE,2024-06-22T00:00:00.000Z,,Fire Management,WA,Washington                    ,Fire,2024-06-24T00:00:00.000Z,2024-06-24T00:00:00.000Z,,10,0,0,1,1,R,2024-06-22T00:00:00.000Z,7ab7d900-91a0-4479-a8a6-a318a31ddab4,4189b0868356aa90c077ab47fd140d3f77597422,2024-10-09T19:01:58.075Z
4795,2024-06-20T00:00:00.000Z,"SOUTH FORK FIRE, SALT FIRE, AND FLOODING",2024-06-17T00:00:00.000Z,2024-08-20T00:00:00.000Z,Major Disaster,NM,New Mexico                    ,Fire,2024-06-20T00:00:00.000Z,2024-08-26T00:00:00.000Z,,6,1,0,1,1,R,2024-06-19T00:00:00.000Z,d5ea13c0-7577-40e6-b37e-914713b4caaa,23417f96aa480e3e5061bb8326841bc2662806e1,2024-10-09T19:01:58.075Z
5498,2024-06-18T00:00:00.000Z,SALT FIRE,2024-06-17T00:00:00.000Z,,Fire Management,NM,New Mexico                    ,Fire,2024-06-20T00:00:00.000Z,2024-06-21T00:00:00.000Z,,6,0,0,1,1,R,2024-06-17T00:00:00.000Z,93a980ad-7f6c-4236-8e3b-e01a4839b118,ab9a8145079cb4044732d6f74a7c7e529b165f8e,2024-10-09T19:01:58.075Z
4794,2024-06-17T00:00:00.000Z,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",2024-05-10T00:00:00.000Z,2024-05-10T00:00:00.000Z,Major Disaster,FL,Florida                       ,Severe Storm,2024-06-18T00:00:00.000Z,2024-07-16T00:00:00.000Z,,4,1,0,1,1,"2,F,T,W",2024-05-22T00:00:00.000Z,f41a07cd-de2f-4c9a-98f3-94ebd01e7585,81d9685996c9ba890286ed61668bc0fc943a2a46,2024-10-09T19:01:58.075Z
5497,2024-06-17T00:00:00.000Z,SOUTH FORK FIRE,2024-06-17T00:00:00.000Z,,Fire Management,NM,New Mexico                    ,Fire,2024-06-18T00:00:00.000Z,2024-06-18T00:00:00.000Z,,6,0,0,1,1,R,2024-06-17T00:00:00.000Z,907107ae-daeb-412d-9c83-16d11dbf406a,c2d80ac102a381798986562ee29fa94992bf1154,2024-10-09T19:01:58.075Z
4793,2024-06-17T00:00:00.000Z,"SEVERE STORMS, FLOODING, AND LANDSLIDES",2024-04-11T00:00:00.000Z,2024-04-14T00:00:00.000Z,Major Disaster,HI,Hawaii                        ,Flood,2024-06-17T00:00:00.000Z,2024-06-17T00:00:00.000Z,,9,0,0,1,1,"F,M,W",2024-05-31T00:00:00.000Z,d26921e3-f7f6-4bc5-b39e-9575d92ed075,59f77b848bda65ee71e18c5a35440ea81832bf6b,2024-10-09T19:01:58.075Z
4792,2024-06-17T00:00:00.000Z,"SEVERE STORMS, TORNADOES, AND FLOODING",2024-05-08T00:00:00.000Z,2024-05-09T00:00:00.000Z,Major Disaster,TN,Tennessee                     ,Severe Storm,2024-06-17T00:00:00.000Z,2024-06-18T00:00:00.000Z,,4,0,0,1,1,"2,F,T,W",2024-06-07T00:00:00.000Z,a3c78dd8-f218-45c4-b6ee-c66366a5ef12,a1c5f79822ca06f4d7ff8064481ada617f2315b8,2024-10-09T19:01:58.075Z
4791,2024-06-14T00:00:00.000Z,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",2024-05-19T00:00:00.000Z,2024-05-28T00:00:00.000Z,Major Disaster,OK,Oklahoma                      ,Severe Storm,2024-06-14T00:00:00.000Z,2024-07-16T00:00:00.000Z,,6,1,0,1,1,"2,F,T,W",2024-06-04T00:00:00.000Z,eebbfbf6-3784-411e-92b0-fa5665019bf3,633046f474eb9ab955687c3892392d22850ea609,2024-10-09T19:01:58.075Z
5496,2024-06-12T00:00:00.000Z,ROSE FIRE,2024-06-12T00:00:00.000Z,,Fire Management,AZ,Arizona                       ,Fire,2024-06-15T00:00:00.000Z,2024-06-15T00:00:00.000Z,,9,0,0,1,1,R,2024-06-12T00:00:00.000Z,04123bde-0ae4-4208-83c1-398f4c3f2906,3b909732663f93f40f95b969487490711822e1b1,2024-10-09T19:01:58.075Z
5495,2024-06-12T00:00:00.000Z,SULLIVAN FIRE,2024-06-11T00:00:00.000Z,,Fire Management,NV,Nevada                        ,Fire,2024-06-15T00:00:00.000Z,2024-06-15T00:00:00.000Z,,9,0,0,1,1,R,2024-06-11T00:00:00.000Z,8ad7ea34-50b7-4012-97ef-99d642cf116b,68e52163894bab92356abf9e7d61abeeb4b69d7c,2024-10-09T19:01:58.075Z
5494,2024-06-11T00:00:00.000Z,TRAIL FIRE,2024-06-11T00:00:00.000Z,,Fire Management,NV,Nevada                        ,Fire,2024-06-15T00:00:00.000Z,2024-06-15T00:00:00.000Z,,9,0,0,1,1,R,2024-06-11T00:00:00.000Z,655716e8-ad32-4e57-93eb-f4126fd70e47,3f47ec8c97ec6788cdf8502f483079833f069b00,2024-10-09T19:01:58.075Z
4790,2024-06-10T00:00:00.000Z,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",2024-04-08T00:00:00.000Z,2024-04-11T00:00:00.000Z,Major Disaster,MS,Mississippi                   ,Severe Storm,2024-06-10T00:00:00.000Z,2024-06-10T00:00:00.000Z,,4,1,0,0,1,"2,T,W",2024-05-09T00:00:00.000Z,012dde47-fa1d-4cbd-8ee9-c21f34516007,7542663322b70e3e5df0aed67594383539013c55,2024-10-09T19:01:58.075Z
4789,2024-06-10T00:00:00.000Z,"SEVERE STORM, FLOODING, LANDSLIDES, AND MUDSLIDES",2024-04-14T00:00:00.000Z,2024-04-15T00:00:00.000Z,Major Disaster,ID,Idaho                         ,Flood,2024-06-10T00:00:00.000Z,2024-06-10T00:00:00.000Z,,10,0,0,1,1,"F,M,W",2024-05-22T00:00:00.000Z,0337ffe4-9393-417d-aff2-1ffb52cb381d,718a4899289208aa1485077089d2477db12924d0,2024-10-09T19:01:58.075Z
4788,2024-05-30T00:00:00.000Z,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",2024-05-24T00:00:00.000Z,2024-05-27T00:00:00.000Z,Major Disaster,AR,Arkansas                      ,Severe Storm,2024-05-31T00:00:00.000Z,2024-06-12T00:00:00.000Z,,6,1,0,1,1,"2,F,T,W",2024-05-29T00:00:00.000Z,d5174f9d-a352-4c0a-beda-4c38e5854e43,923a050e61bbef5e3d7db318d273a8e0e5db8d5e,2024-10-09T19:01:58.075Z
5493,2024-05-29T00:00:00.000Z,SIMMONS FIRE,2024-05-28T00:00:00.000Z,,Fire Management,AZ,Arizona                       ,Fire,2024-06-03T00:00:00.000Z,2024-06-03T00:00:00.000Z,,9,0,0,1,1,R,2024-05-29T00:00:00.000Z,3d723389-d077-44d5-b234-cb3dec379f94,3c08eb20f493fe59d3c9f0fa1beeda0e4a3c689b,2024-10-09T19:01:58.075Z
5492,2024-05-26T00:00:00.000Z,BLUE 2 FIRE ,2024-05-16T00:00:00.000Z,,Fire Management,NM,New Mexico                    ,Fire,2024-05-29T00:00:00.000Z,2024-05-29T00:00:00.000Z,,6,0,0,1,1,R,2024-05-25T00:00:00.000Z,f72ef4fc-c977-476d-b9c8-bc39ebd898f4,9ebd8c6024ddf6d3a500ba2322d199512392e23b,2024-10-09T19:01:58.075Z
4787,2024-05-24T00:00:00.000Z,"SEVERE STORMS, FLOODING, LANDSLIDES, AND MUDSLIDES",2024-04-11T00:00:00.000Z,2024-04-12T00:00:00.000Z,Major Disaster,WV,West Virginia                 ,Flood,2024-05-24T00:00:00.000Z,2024-08-16T00:00:00.000Z,,3,1,0,1,1,"F,M,W",2024-05-09T00:00:00.000Z,c06a2167-613a-4ae7-87b3-538b9775ea50,02377575ca5c0cdb8a8614cb9742608e1f126c2d,2024-10-09T19:01:58.075Z
4786,2024-05-24T00:00:00.000Z,SEVERE WINTER STORM AND STRAIGHT-LINE WINDS,2024-04-06T00:00:00.000Z,2024-04-07T00:00:00.000Z,Major Disaster,NE,Nebraska                      ,Severe Storm,2024-05-24T00:00:00.000Z,2024-05-24T00:00:00.000Z,,7,0,0,1,1,"2,5,W",2024-05-06T00:00:00.000Z,a3e3aace-bcf6-4f3c-990e-221f5bf2dc68,b16e51c3ee1ef24f94119d9aaff642774fec9de6,2024-10-09T19:01:58.075Z
4785,2024-05-24T00:00:00.000Z,SEVERE WINTER STORM,2024-04-03T00:00:00.000Z,2024-04-05T00:00:00.000Z,Major Disaster,ME,Maine                         ,Winter Storm,2024-05-24T00:00:00.000Z,2024-05-24T00:00:00.000Z,,1,0,0,1,1,"5,W",2024-05-02T00:00:00.000Z,3b345359-a5da-4f26-9ac6-56aca9469873,cf4bc8d99f81e1d52eece6808c2685f30f6ed18a,2024-10-09T19:01:58.075Z
4784,2024-05-24T00:00:00.000Z,"SEVERE STORMS, TORNADOES, AND FLOODING",2024-05-20T00:00:00.000Z,2024-05-31T00:00:00.000Z,Major Disaster,IA,Iowa                          ,Severe Storm,2024-05-24T00:00:00.000Z,2024-06-27T00:00:00.000Z,,7,1,0,1,1,"F,T,W",2024-05-23T00:00:00.000Z,c75eba32-801f-462f-914b-6f957b94a8a0,115127cb33665f0d1ddf795b9f6f3ba03e829c92,2024-10-09T19:01:58.075Z
4783,2024-05-22T00:00:00.000Z,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, FLOODING, LANDSLIDES, AND MUDSLIDES",2024-04-02T00:00:00.000Z,2024-04-06T00:00:00.000Z,Major Disaster,WV,West Virginia                 ,Severe Storm,2024-05-22T00:00:00.000Z,2024-05-22T00:00:00.000Z,,3,1,0,1,1,"2,F,M,T,W",2024-05-03T00:00:00.000Z,6fed1074-f922-4446-a383-e7b242fcbe2f,6fe6cff98908757c342ad2aa145cb37fcbfb0422,2024-10-09T19:01:58.075Z
4782,2024-05-22T00:00:00.000Z,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, LANDSLIDES, AND MUDSLIDES",2024-04-02T00:00:00.000Z,2024-04-02T00:00:00.000Z,Major Disaster,KY,Kentucky                      ,Severe Storm,2024-05-22T00:00:00.000Z,2024-05-22T00:00:00.000Z,,4,1,0,0,1,"2,M,T,W",2024-04-30T00:00:00.000Z,20e88885-7834-42bc-a23b-b0121ffe07a2,cd2df801ac5cfb9ce2c982a66a3a071bebf851b5,2024-10-09T19:01:58.075Z
4781,2024-05-17T00:00:00.000Z,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",2024-04-26T00:00:00.000Z,2024-06-05T00:00:00.000Z,Major Disaster,TX,Texas                         ,Flood,2024-05-17T00:00:00.000Z,2024-09-23T00:00:00.000Z,,6,1,0,1,1,W,2024-05-15T00:00:00.000Z,5b1a6a23-9916-4740-8a8b-5c389c271a22,c8f4dab84f8b426166a2cb92b6d2b15c565af6ef,2024-10-09T19:01:58.075Z
4780,2024-05-15T00:00:00.000Z,SEVERE STORMS AND FLOODING,2023-09-11T00:00:00.000Z,2023-09-13T00:00:00.000Z,Major Disaster,MA,Massachusetts                 ,Flood,2024-05-16T00:00:00.000Z,2024-05-16T00:00:00.000Z,,1,1,0,0,1,"F,W",2023-12-11T00:00:00.000Z,79630853-5b58-4cca-9965-acd7c4c2fd89,baebfe11118f7167531575ef4575a3ea785b52b6,2024-10-09T19:01:58.075Z
4779,2024-05-14T00:00:00.000Z,SEVERE STORMS AND TORNADOES,2024-04-26T00:00:00.000Z,2024-04-27T00:00:00.000Z,Major Disaster,IA,Iowa                          ,Tornado,2024-05-14T00:00:00.000Z,2024-07-19T00:00:00.000Z,,7,1,0,1,1,T,2024-05-02T00:00:00.000Z,333d6192-3c75-47d7-9b71-26a25e3824f0,52b679ca9a15ceda8e612bb5db8cee4fe0b48e8a,2024-10-09T19:01:58.075Z
4778,2024-05-03T00:00:00.000Z,"SEVERE STORMS, STRAIGHT-LINE WINDS, AND TORNADOES",2024-04-25T00:00:00.000Z,2024-04-27T00:00:00.000Z,Major Disaster,NE,Nebraska                      ,Tornado,2024-05-03T00:00:00.000Z,2024-05-29T00:00:00.000Z,,7,1,0,1,1,T,2024-05-01T00:00:00.000Z,3d9b7187-603a-4058-88c0-bf1677365b64,d302adb64c6b03a215bfb8b6434e210b9529753a,2024-10-09T19:01:58.075Z
4777,2024-05-02T00:00:00.000Z,TORNADOES,2024-03-14T00:00:00.000Z,2024-03-14T00:00:00.000Z,Major Disaster,OH,Ohio                          ,Tornado,2024-05-02T00:00:00.000Z,2024-05-02T00:00:00.000Z,,5,1,0,0,1,T,2024-03-29T00:00:00.000Z,41a45e59-1c88-4460-8c55-0403479025e4,c1f3023443c2cda36711199fc66f490952a1a8e2,2024-10-09T19:01:58.075Z
4776,2024-04-30T00:00:00.000Z,"SEVERE STORMS, STRAIGHT-LINE WINDS, TORNADOES, AND FLOODING",2024-04-25T00:00:00.000Z,2024-05-09T00:00:00.000Z,Major Disaster,OK,Oklahoma                      ,Tornado,2024-05-01T00:00:00.000Z,2024-09-18T00:00:00.000Z,,6,1,0,1,1,"2,F,T,W",2024-04-30T00:00:00.000Z,18452352-ebc6-45ec-a085-bd980235fd34,29403bdfeaca7a7af47beedf0c5399fe7949146b,2024-10-09T19:01:58.075Z
4775,2024-04-28T00:00:00.000Z,"SEVERE WINTER STORMS, STRAIGHT-LINE WINDS, FLOODING, LANDSLIDES, AND MUDSLIDES",2024-01-05T00:00:00.000Z,2024-01-29T00:00:00.000Z,Major Disaster,WA,Washington                    ,Severe Storm,2024-04-29T00:00:00.000Z,2024-04-29T00:00:00.000Z,,10,0,0,1,1,"2,5,M,W",2024-03-22T00:00:00.000Z,0f8340c6-9840-4931-a838-c81bd80012d6,fab63dc12274dfc31f5658110c729e59477f8005,2024-10-09T19:01:58.075Z
4774,2024-04-28T00:00:00.000Z,SEVERE WINTER STORM,2024-01-08T00:00:00.000Z,2024-01-16T00:00:00.000Z,Major Disaster,KS,Kansas                        ,Winter Storm,2024-04-29T00:00:00.000Z,2024-06-27T00:00:00.000Z,,7,0,0,1,1,5,2024-04-09T00:00:00.000Z,e7f67e0f-d59f-4a4a-8c2a-a60c326f62dc,29abb7e8a1a32a3f62e0af3e0543808972545f1f,2024-10-09T19:01:58.075Z
